DELITO;CRIMINALIDAD;ES_ARCHIVO;ES_PRECLUSI√ìN;ESTADO;ETAPA_CASO;LEY;DEPARTAMENTO_HECHO;MUNICIPIO_HECHO;AÑO_HECHOS;TOTAL_PROCESOS
INTERVENCION EN POLITICA ART. 422 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;COYAIMA;2019;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;EL TAMBO;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;PALOCABILDO;2019;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Huila;PITALITO;2015;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Choc√≥;QUIBDO;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cauca;TOTOR√ì;2019;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Meta;ACAC√çAS;2019;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;ZAMBRANO;2019;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;YUMBO;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;JUICIO;Ley 906;Nari√±o;EL ROSARIO;2019;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Risaralda;SANTA ROSA DE CABAL;2015;2
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;CIUDAD BOL√çVAR;2019;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;SOGAMOSO;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Norte de Santander;PAMPLONA;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;MATANZA;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;POPAY√ÅN;2011;2
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;CARTAGENA;2015;3
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;OIBA;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;SOTARA;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;GUATAQU√ç;2015;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Meta;VILLAVICENCIO;2011;2
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;SAN CRIST√ìBAL;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Boyaca;GUATEQUE;2019;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;SIMIT√ç;2015;1
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;AMAG√Å;2019;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;RICAURTE;2011;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;BUGALAGRANDE;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;EL ROSAL;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Antioquia;DON MAT√çAS;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;GAMEZA;2015;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;CISNEROS;2015;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Tolima;SALDA√ëA;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;TULU√Å;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;BUENAVENTURA;2015;2
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;SI;NO;SI;INACTIVO;JUICIO;Ley 906;Bol√≠var;VILLANUEVA;2011;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;PUERTO TEJADA;2015;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cauca;SANTANDER DE QUILICHAO;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Huila;PITALITO;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INVESTIGACI√ìN;Ley 906;Cundinamarca;YACOP√ç;2019;1
INTERVENCION EN POLITICA ART. 422 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;TAMINANGO;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;ALDANA;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Atl√°ntico;BARRANQUILLA;2011;2
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Atl√°ntico;SANTO TOM√ÅS;2019;1
VOTO FRAUDULENTO ART. 391 C.P;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;PASTO;2015;4
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Choc√≥;SIP√ç;2019;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;C√≥rdoba;MONTER√çA;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Casanare;HATO COROZAL;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;COELLO;2011;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Meta;EL CASTILLO;2011;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;QUIPILE;2011;2
FINANCIACION DE CAMPA√ëAS ELECTORALES CON FUENTES PROHIBIDAS ART.396A;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cesar;VALLEDUPAR;2019;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Caldas;CHINCHIN√Å;2011;1
INTERVENCION EN POLITICA ART. 422 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;SOTAQUIR√Å;2011;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;CANDELARIA;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;UBAL√Å;2019;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;EL DOVIO;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;FLORIDABLANCA;2019;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;La Guajira;MAICAO;2011;1
ELECCION ILICITA DE CANDIDATOS ART. 389A;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;COVARACH√çA;2019;1
MORA EN LA ENTREGA DE DOCUMENTOS RELACIONADOS CON UNA VOTACION ART. 393 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Atl√°ntico;BARRANQUILLA;2019;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Magdalena;SAN ZEN√ìN;2019;1
MORA EN LA ENTREGA DE DOCUMENTOS RELACIONADOS CON UNA VOTACION ART. 393 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;CAPITANEJO;2015;1
INTERVENCION EN POLITICA ART. 422 C.P.;NO;NO;SI;INACTIVO;INDAGACI√ìN;Ley 906;Meta;VILLAVICENCIO;2015;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Antioquia;MEDELL√çN;2015;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Meta;SAN CARLOS DE GUAROA;2011;1
VOTO FRAUDULENTO ART. 391 C.P;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;ESPINAL;2011;2
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cesar;CHIRIGUAN√Å;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;ORTEGA;2011;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;CARTAGENA;2015;2
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;LA BELLEZA;2015;5
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;OTANCHE;2011;1
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;FLORIDA;2019;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Atl√°ntico;BARRANQUILLA;2015;2
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Vichada;CUMARIBO;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Risaralda;PEREIRA;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;YOLOMB√ì;2011;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Magdalena;SAN ZEN√ìN;2019;3
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Magdalena;PIJI√ëO DEL CARMEN;2019;1
DE LA VIOLACION AL EJERCICIO DE MECANISMOS DE PARTICIPACION;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Huila;TARQUI;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;PIENDAM√ì;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;GUAITARILLA;2011;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;INACTIVO;EJECUCI√ìN DE PENAS;Ley 906;Antioquia;MARINILLA;2015;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Boyaca;GUACAMAYAS;2019;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;EL CARMEN DE BOL√çVAR;2011;2
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Risaralda;PEREIRA;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Magdalena;SABANAS DE SAN ANGEL;2015;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cesar;PUEBLO BELLO;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;COTA;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;MARGARITA;2015;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;TULU√Å;2011;1
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Risaralda;PEREIRA;2015;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Atl√°ntico;BARRANQUILLA;2019;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cesar;TAMALAMEQUE;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Quind√≠o;SALENTO;2011;2
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;LA VICTORIA;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;SANTA ROSA DE VITERBO;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;CABRERA;2011;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;TULU√Å;2019;3
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;CAMPAMENTO;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;COPACABANA;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;JUICIO;Ley 906;Antioquia;PUEBLORRICO;2015;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Huila;YAGUAR√Å;2015;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Guaviare;SAN JOS√â DEL GUAVIARE;2011;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;MELGAR;2011;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;CARTAGENA;2015;2
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;ALCAL√Å;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;VILLA DE LEYVA;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;TUNJA;2011;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;EL CARMEN DE BOL√çVAR;2015;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;SOGAMOSO;2011;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;MAGANGU√â;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Magdalena;SITIONUEVO;2011;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;PUEBLORRICO;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;BELMIRA;2011;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Quind√≠o;ARMENIA;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;SI;INACTIVO;INVESTIGACI√ìN;Ley 906;C√≥rdoba;SAN PELAYO;2015;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Magdalena;SANTA MARTA;2015;2
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Antioquia;EB√âJICO;2011;1
VOTO FRAUDULENTO ART. 391 C.P;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Caquet√°;FLORENCIA;2011;3
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;BOGOT√Å, D. C.;BOGOT√Å, D.C.;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;FLORIDABLANCA;2015;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Risaralda;PEREIRA;2011;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Boyaca;MARIP√ç;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Magdalena;SANTA MARTA;2019;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Putumayo;VALLE DEL GUAMUEZ;2015;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cesar;AGUACHICA;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;ANOR√ç;2011;1
MORA EN LA ENTREGA DE DOCUMENTOS RELACIONADOS CON UNA VOTACION ART. 393 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;BOGOT√Å, D. C.;BOGOT√Å, D.C.;2019;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;CUMBAL;2019;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;C√≥rdoba;MONTER√çA;2015;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;CARTAGENA;2015;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Atl√°ntico;BARRANQUILLA;2019;1
VOTO FRAUDULENTO ART. 391 C.P;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;MARGARITA;2015;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;PASTO;2019;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;GIRARDOTA;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;FOMEQUE;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;ANSERMANUEVO;2015;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;MAR√çA LA BAJA;2015;1
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;BUESACO;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Norte de Santander;SARDINATA;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Sucre;SANTIAGO DE TOL√ö;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Sucre;SINCELEJO;2015;5
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;PURAC√â;2015;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Magdalena;SAN ZEN√ìN;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;CHOCONT√Å;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;EL BAGRE;2015;2
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Choc√≥;QUIBDO;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;QU√çPAMA;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;COTA;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;IBAGU√â;2015;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;CAUCASIA;2019;1
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;IBAGU√â;2011;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Guaviare;SAN JOS√â DEL GUAVIARE;2011;3
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Sucre;SAN BENITO ABAD;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;EL ROSARIO;2019;1
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;BOGOT√Å, D. C.;BOGOT√Å, D.C.;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;C√≥rdoba;LA APARTADA;2011;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Caquet√°;VALPARA√çSO;2011;1
